id,day,session_block,sequence,presenter,title,role,source_file,start,end,output_vtt,output_txt,notes,divergence
2026-03-03-Stage-2-Early-Afternoon-Confidential-AI-Synthetic-Vulns-03-Matt-Maisel-Hooking-Coding-Agents-with-the-Cedar-Policy-La,2026-03-03,Stage 2 Early Afternoon Confidential AI Synthetic Vulns,3,Matt Maisel,Hooking Coding Agents with the Cedar Policy Language,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T202444Z__88453714013__dr-at-secwest.net__Stage-2-Early-Afternoon-Confidential-AI-Synthetic-Vulns__audio_transcript__ed382938-d51d-4135-a3aa-e1eaf86d2e66.vtt,00:59:20.000,01:16:23.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Early-Afternoon-Confiden__03__Matt-Maisel__Hooking-Coding-Agents-with-the-Cedar-Policy-Lang__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Early-Afternoon-Confiden__03__Matt-Maisel__Hooking-Coding-Agents-with-the-Cedar-Policy-Lang__presenter.txt,,
2026-03-03-Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI-01-Carl-Hurd-Glass-Box-Security-Operationalizing,2026-03-03,Stage 2 Late Afternoon Interpretability Risk Frameworks Physical AI,1,Carl Hurd,Glass-Box Security: Operationalizing Mechanistic Interpretability for Defending AI Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,00:00:28.000,00:29:02.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Late-Afternoon-Interpret__01__Carl-Hurd__Glass-Box-Security-Operationalizing-Mechanistic__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Late-Afternoon-Interpret__01__Carl-Hurd__Glass-Box-Security-Operationalizing-Mechanistic__presenter.txt,,
2026-03-03-Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI-02-Maxim-Kovalsky-The-AI-Security-Larsen-Effect-H,2026-03-03,Stage 2 Late Afternoon Interpretability Risk Frameworks Physical AI,2,Maxim Kovalsky,The AI Security Larsen Effect: How to Stop the Feedback Loop,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,00:29:03.000,00:51:21.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Late-Afternoon-Interpret__02__Maxim-Kovalsky__The-AI-Security-Larsen-Effect-How-to-Stop-the-Fe__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Late-Afternoon-Interpret__02__Maxim-Kovalsky__The-AI-Security-Larsen-Effect-How-to-Stop-the-Fe__presenter.txt,"Matched by order, self-intro as Max, and topic content.",
2026-03-03-Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI-03-Padma-Apparao-Kinetic-Risk-Securing-and-Govern,2026-03-03,Stage 2 Late Afternoon Interpretability Risk Frameworks Physical AI,3,Padma Apparao,Kinetic Risk: Securing and Governing Physical AI in the Wild,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,00:51:34.000,01:19:17.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Late-Afternoon-Interpret__03__Padma-Apparao__Kinetic-Risk-Securing-and-Governing-Physical-AI__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Late-Afternoon-Interpret__03__Padma-Apparao__Kinetic-Risk-Securing-and-Governing-Physical-AI__presenter.txt,,
2026-03-03-Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI-04-Aaron-Brown-Trajectory-Aware-Post-Training-for,2026-03-03,Stage 2 Late Afternoon Interpretability Risk Frameworks Physical AI,4,Aaron Brown,Trajectory-Aware Post-Training for Security Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,01:19:17.000,01:45:19.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Late-Afternoon-Interpret__04__Aaron-Brown__Trajectory-Aware-Post-Training-for-Security-Agen__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Late-Afternoon-Interpret__04__Aaron-Brown__Trajectory-Aware-Post-Training-for-Security-Agen__presenter.txt,,
2026-03-03-Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI-05-Adam-Krivka-and-Ondrej-Vlcek-AI-Found-12-Zero,2026-03-03,Stage 2 Late Afternoon Interpretability Risk Frameworks Physical AI,5,Adam Krivka and Ondrej Vlcek,AI Found 12 Zero-Days In OpenSSL: What Does It Mean For The Industry?,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-03T225057Z__84989988851__dr-at-secwest.net__Stage-2-Late-Afternoon-Interpretability-Risk-Frameworks-Physical-AI__audio_transcript__d649ccc8-564b-413d-82e6-d1b502959185.vtt,01:45:45.000,02:10:15.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-03__Stage-2-Late-Afternoon-Interpret__05__Adam-Krivka-and-Ondrej-Vlcek__AI-Found-12-Zero-Days-In-OpenSSL-What-Does-It-Me__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-03__Stage-2-Late-Afternoon-Interpret__05__Adam-Krivka-and-Ondrej-Vlcek__AI-Found-12-Zero-Days-In-OpenSSL-What-Does-It-Me__presenter.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-01-Kyle-Rosenthal-Day-2-kickoff-and-mayor-introduction,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,1,Kyle Rosenthal,Day 2 kickoff and mayor introduction,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:01:19.000,00:02:09.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__01__Kyle-Rosenthal__Day-2-kickoff-and-mayor-introduction__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__01__Kyle-Rosenthal__Day-2-kickoff-and-mayor-introduction__host.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-02-Mayor-Daniel-Lurie-Welcome-remarks,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,2,Mayor Daniel Lurie,Welcome remarks,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:02:17.000,00:07:35.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__02__Mayor-Daniel-Lurie__Welcome-remarks__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__02__Mayor-Daniel-Lurie__Welcome-remarks__presenter.txt,Guest welcome to the conference.,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-03-Gadi-Evron-Opening-Words,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,3,Gadi Evron,Opening Words,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:08:30.000,00:14:35.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__03__Gadi-Evron__Opening-Words__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__03__Gadi-Evron__Opening-Words__host.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-04-Rob-Lee-Unscheduled-mini-demo-AI-native-DFIR-and-SIFT-workstat,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,4,Rob Lee,Unscheduled mini-demo: AI-native DFIR and SIFT workstation,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:14:46.000,00:18:18.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__04__Rob-Lee__Unscheduled-mini-demo-AI-native-DFIR-and-SIFT-wo__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__04__Rob-Lee__Unscheduled-mini-demo-AI-native-DFIR-and-SIFT-wo__presenter.txt,,This unscheduled demo appears before the scheduled Stage 1 talks begin.
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-05-Glenn-Thorpe-Unscheduled-mini-demo-vibe-coded-conference-agend,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,5,Glenn Thorpe,Unscheduled mini-demo: vibe-coded conference agenda app,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:19:36.000,00:24:40.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__05__Glenn-Thorpe__Unscheduled-mini-demo-vibe-coded-conference-agen__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__05__Glenn-Thorpe__Unscheduled-mini-demo-vibe-coded-conference-agen__presenter.txt,,This unscheduled demo appears before the scheduled Stage 1 talks begin.
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-06-Unidentified-speaker-Community-remarks-on-communicating-AI-and,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,6,Unidentified speaker,Community remarks on communicating AI and security change,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:25:15.000,00:29:18.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__06__Unidentified-speaker__Community-remarks-on-communicating-AI-and-securi__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__06__Unidentified-speaker__Community-remarks-on-communicating-AI-and-securi__presenter.txt,The speaker name is too garbled in the transcript to identify confidently.,This unscheduled community segment appears before the scheduled Stage 1 talks begin.
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-07-Gadi-Evron-Inserted-Zenity-stand-in-presentation,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,7,Gadi Evron,Inserted Zenity stand-in presentation,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:30:41.000,00:37:28.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__07__Gadi-Evron__Inserted-Zenity-stand-in-presentation__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__07__Gadi-Evron__Inserted-Zenity-stand-in-presentation__presenter.txt,Gadi explicitly says he is presenting Zenity's slides because the speaker could not get out of Israel.,A Zenity stand-in talk was inserted here; the official public title is uncertain from the transcript content.
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-08-Gadi-Evron-Bridge-and-Dan-Guido-introduction,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,8,Gadi Evron,Bridge and Dan Guido introduction,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:37:34.000,00:39:50.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__08__Gadi-Evron__Bridge-and-Dan-Guido-introduction__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__08__Gadi-Evron__Bridge-and-Dan-Guido-introduction__host.txt,Separated because the user requested Gadi's host remarks be split out.,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-09-Dan-Guido-200-Bugs-Week-Engineer-How-We-Rebuilt-Trail-of-Bits,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,9,Dan Guido,200 Bugs/Week/Engineer: How We Rebuilt Trail of Bits Around AI,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,00:39:50.000,01:07:30.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__09__Dan-Guido__200-Bugs-Week-Engineer-How-We-Rebuilt-Trail-of-B__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__09__Dan-Guido__200-Bugs-Week-Engineer-How-We-Rebuilt-Trail-of-B__presenter.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-10-Sergej-Epp-8-Minutes-to-Admin-Welcome-to-VibeHacking,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,10,Sergej Epp,8 Minutes to Admin: Welcome to VibeHacking,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,01:07:38.000,01:25:08.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__10__Sergej-Epp__8-Minutes-to-Admin-Welcome-to-VibeHacking__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__10__Sergej-Epp__8-Minutes-to-Admin-Welcome-to-VibeHacking__presenter.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-11-Gadi-Evron-Olivia-Gallucci-introduction,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,11,Gadi Evron,Olivia Gallucci introduction,host,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,01:25:08.000,01:26:32.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__11__Gadi-Evron__Olivia-Gallucci-introduction__host.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__11__Gadi-Evron__Olivia-Gallucci-introduction__host.txt,,
2026-03-04-Stage-1-Morning-Opening-Offensive-AI-macOS-Research-12-Olivia-Gallucci-macOS-Vulnerability-Research-with-AI-Agents,2026-03-04,Stage 1 Morning Opening Offensive AI macOS Research,12,Olivia Gallucci,macOS Vulnerability Research with AI Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T154728Z__85233961465__dr-at-secwest.net__Stage-1-Morning-Opening-Offensive-AI-macOS-Research__audio_transcript__223ba898-07e4-48cd-9797-7a87b1d0cbb3.vtt,01:26:32.000,01:47:15.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Morning-Opening-Offensiv__12__Olivia-Gallucci__macOS-Vulnerability-Research-with-AI-Agents__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Morning-Opening-Offensiv__12__Olivia-Gallucci__macOS-Vulnerability-Research-with-AI-Agents__presenter.txt,,
2026-03-04-Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents-01-Georgi-G-Prompt2Pwn-LLMs-Winning-at-Pwn2Own,2026-03-04,Stage 1 Late Morning Bug Hunting Red Teaming Secure Agents,1,Georgi G,Prompt2Pwn: LLMs Winning at Pwn2Own,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185407Z__87222654977__dr-at-secwest.net__Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents__audio_transcript__06821b5f-9ea8-4b4b-ab90-775c13e48413.vtt,00:01:41.000,00:26:32.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__01__Georgi-G__Prompt2Pwn-LLMs-Winning-at-Pwn2Own__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__01__Georgi-G__Prompt2Pwn-LLMs-Winning-at-Pwn2Own__presenter.txt,,
2026-03-04-Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents-02-Andrew-Bullen-Breaking-the-Lethal-Trifecta-Without-Ruin,2026-03-04,Stage 1 Late Morning Bug Hunting Red Teaming Secure Agents,2,Andrew Bullen,Breaking the Lethal Trifecta (Without Ruining Your Agents),presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185407Z__87222654977__dr-at-secwest.net__Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents__audio_transcript__06821b5f-9ea8-4b4b-ab90-775c13e48413.vtt,00:27:49.000,00:47:01.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__02__Andrew-Bullen__Breaking-the-Lethal-Trifecta-Without-Ruining-You__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__02__Andrew-Bullen__Breaking-the-Lethal-Trifecta-Without-Ruining-You__presenter.txt,,
2026-03-04-Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents-03-Brooks-McMillin-Building-Secure-Agentic-Systems-Lessons,2026-03-04,Stage 1 Late Morning Bug Hunting Red Teaming Secure Agents,3,Brooks McMillin,Building Secure Agentic Systems: Lessons from Daily-Driver Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185407Z__87222654977__dr-at-secwest.net__Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents__audio_transcript__06821b5f-9ea8-4b4b-ab90-775c13e48413.vtt,00:47:12.000,01:09:29.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__03__Brooks-McMillin__Building-Secure-Agentic-Systems-Lessons-from-Dai__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__03__Brooks-McMillin__Building-Secure-Agentic-Systems-Lessons-from-Dai__presenter.txt,,
2026-03-04-Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents-04-Mudita-Khurana-Rethinking-Security-Agent-Evaluation,2026-03-04,Stage 1 Late Morning Bug Hunting Red Teaming Secure Agents,4,Mudita Khurana,Rethinking Security Agent Evaluation,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T185407Z__87222654977__dr-at-secwest.net__Stage-1-Late-Morning-Bug-Hunting-Red-Teaming-Secure-Agents__audio_transcript__06821b5f-9ea8-4b4b-ab90-775c13e48413.vtt,01:09:50.000,01:19:50.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__04__Mudita-Khurana__Rethinking-Security-Agent-Evaluation__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Late-Morning-Bug-Hunting__04__Mudita-Khurana__Rethinking-Security-Agent-Evaluation__presenter.txt,,Mudita Khurana's talk appears here at the end of late morning rather than in the early-afternoon file.
2026-03-04-Stage-1-Early-Afternoon-Securing-GenAI-at-Scale-01-Nicolas-Lidzborski-Securing-Workspace-GenAI-at-Google-Speed-Surviv,2026-03-04,Stage 1 Early Afternoon Securing GenAI at Scale,1,Nicolas Lidzborski,Securing Workspace GenAI at Google Speed: Surviving the Perfect Storm,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211446Z__84833379255__dr-at-secwest.net__Stage-1-Early-Afternoon-Securing-GenAI-at-Scale__audio_transcript__8056cf4c-125b-4f77-95bd-4d25af4349a4.vtt,00:02:29.000,00:28:03.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Early-Afternoon-Securing__01__Nicolas-Lidzborski__Securing-Workspace-GenAI-at-Google-Speed-Survivi__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Early-Afternoon-Securing__01__Nicolas-Lidzborski__Securing-Workspace-GenAI-at-Google-Speed-Survivi__presenter.txt,,
2026-03-04-Stage-1-Early-Afternoon-Securing-GenAI-at-Scale-02-Josiah-Pitakale-Operation-Pale-Fire-Red-Teaming-Our-Own-AI-Agent,2026-03-04,Stage 1 Early Afternoon Securing GenAI at Scale,2,Josiah Pitakale,Operation Pale Fire: Red-Teaming Our Own AI Agent,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211446Z__84833379255__dr-at-secwest.net__Stage-1-Early-Afternoon-Securing-GenAI-at-Scale__audio_transcript__8056cf4c-125b-4f77-95bd-4d25af4349a4.vtt,00:29:01.000,00:50:28.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Early-Afternoon-Securing__02__Josiah-Pitakale__Operation-Pale-Fire-Red-Teaming-Our-Own-AI-Agent__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Early-Afternoon-Securing__02__Josiah-Pitakale__Operation-Pale-Fire-Red-Teaming-Our-Own-AI-Agent__presenter.txt,The transcript identifies Josiah as the speaker while crediting Wes Ring and the Block team.,
2026-03-04-Stage-1-Early-Afternoon-Securing-GenAI-at-Scale-03-Kyle-Polley-Training-BrowseSafe-Prompt-Injection-in-Browser-Agents,2026-03-04,Stage 1 Early Afternoon Securing GenAI at Scale,3,Kyle Polley,Training BrowseSafe: Prompt Injection in Browser Agents,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T211446Z__84833379255__dr-at-secwest.net__Stage-1-Early-Afternoon-Securing-GenAI-at-Scale__audio_transcript__8056cf4c-125b-4f77-95bd-4d25af4349a4.vtt,00:50:44.000,01:20:23.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Early-Afternoon-Securing__03__Kyle-Polley__Training-BrowseSafe-Prompt-Injection-in-Browser__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Early-Afternoon-Securing__03__Kyle-Polley__Training-BrowseSafe-Prompt-Injection-in-Browser__presenter.txt,,Kyle Polley's talk appears here instead of the later afternoon block listed publicly.
2026-03-04-Stage-1-Late-Afternoon-Threat-Intel-Deception-Promptware-01-Arthi-Nagarajan-Exploring-the-AI-Automation-Boundary-for,2026-03-04,Stage 1 Late Afternoon Threat Intel Deception Promptware,1,Arthi Nagarajan,Exploring the AI Automation Boundary for Threat Hunting,presenter,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\vtt\2026-03-04T225103Z__86986364381__dr-at-secwest.net__Stage-1-Late-Afternoon-Threat-Intel-Deception-Promptware__audio_transcript__14e9ad12-0df1-4dde-bfda-9b09261f53f3.vtt,00:01:32.000,00:24:18.000,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\vtt\2026-03-04__Stage-1-Late-Afternoon-Threat-In__01__Arthi-Nagarajan__Exploring-the-AI-Automation-Boundary-for-Threat__presenter.vtt,C:\Users\dr\Documents\unprompted\data\unpromptedcon-org\presenters\txt\2026-03-04__Stage-1-Late-Afternoon-Threat-In__01__Arthi-Nagarajan__Exploring-the-AI-Automation-Boundary-for-Threat__presenter.txt,,
